polarity_human,fetch_time,title,content
1,2012-02-07,中國將從週三上調汽柴油價格－安迅思息旺能源,"諮詢機構安迅思息旺能源(C1 Energy)週二報導稱﹐中國將自週三起把汽油和柴油價格每噸上調人民幣300元根據道瓊斯通訊社(Dow Jones Newswires)的計算﹐這意味著汽柴油價格最高零售均價將從當前的人民幣9,080元/噸和人民幣8,230元/噸分別上漲3.3%和3.6%該機構在其網站上報導稱﹐上述調整將於週三零時生效 中國國家發展和改革委員會上一次調整價格是在去年10月9日﹐當時汽柴油零售價格同時下調人民幣300元/噸﹐以反映國際油價下跌趨勢  根據中國成品油定價機制﹐一籃子國際原油價格連續22個工作日加權均價變化率超過4%﹐國內成品油價格可相應調整  自2009年引入這一機制以來﹐中國政府並沒有一直嚴格遵照這一公式"
1,2012-02-07,現貨金終止兩日連跌,"根據《彭博》財經網顯示,現貨金週二上漲0.5%,結束此前兩日連跌走勢,投資者靜觀希臘債務重組談判進展,新的最後期限迫近.金價上日跌至一周半低位,因希臘推遲就有關援助條款作出最後決定.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2165545ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2165545||request_locale=ZH_TWnewscontent.action現貨金終止兩日連跌根據《彭博》財經網顯示,現貨金週二上漲0.5%,結束此前兩日連跌走勢,投資者靜觀…NEW_CMD"
1,2012-02-07,SEC將提議為貨幣市場基金設定新規定,"根據《路透》財經網顯示,華爾街日報週二引述消息人士的話報導稱,美國證券交易委員會(SEC)將公佈一旦發生另一次金融恐慌,該如何穩定貨幣市場基金的提案.SEC計畫將投資於短期債券工具的貨幣基金股東的損失降至最低.報導稱,五位SEC委員中至少要有三位同意該提案,才能接受公評.根據SEC的提案,可能要透過企業資金及發行股票或債券等來挹注更多的資金,藉此來提高基金的資本.報導稱,基金也可以向股東要求更多的資金.報導稱,想要馬上出脫所有基金部位的投資人能夠立即拿回約95%的資金,其餘5%則在30天後返還.SEC並計畫提議廢除貨幣基金淨資產價值固定為每單位1美元,使其能夠像其他共同基金一樣保持浮動.自從貨幣市場基金ReservePrimaryFund的淨資產價值在雷曼兄弟破產之後跌破1美元關卡,美國的監管機構就在致力於找出讓貨幣市場基金更安全的方式.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2165555ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2165555||request_locale=ZH_TWnewscontent.actionSEC將提議為貨幣市場基金設定新規定根據《路透》財經網顯示,華爾街日報週二引述消息人士的話報導稱,美國證券交易委員會…NEW_CMD"
1,2012-02-07,【經濟展望】新鴻基金融(00086-HK)料中國上半年不會大鬆銀根,"財華社香港新聞中心新鴻基金融證券策略師蘇沛豐於記者會上表示,春節前,內地中央銀行進行逆回購的操作,是因為看到上海同業拆息比較高.同樣道理,今天見到央行進行正回購,是因為拆息回落.他認為,央行會繼續維持穩中放鬆的策略,所以預計,上半年不會大幅放鬆銀根. (P/S)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-07,【窩輪推介】渣打：250天線受阻，留意恒指沽16654,"財華社香港新聞中心恒指昨日曾升上21,000點後回落,今日表現仍然反覆.恒指今早高開並曾高見20,881點後輾轉回軟,一度轉升為跌.午後恒指略為反彈,但仍未重上20,800點之上.目前港股走勢主要受歐債危機進展,以及內地股市去向主導,惟近日未見再有利好消息出台.年初至今,恒指累升約12%,期間突破50天平均線和突破去年10月的20,400點高位.不過,恒指目前受制於250天平均線,未能進一步突破,如未能守20,600點水平,或出現較顯著的調整.昨日有約2,000萬元資金流入恒指認沽證,恒指認沽證16654的行使價20,000點,今年5月到期,換股比率9,800,實際槓桿約8.4倍,引伸波幅約28.1%.渣打股票衍生及中介銷售部認股證銷售部免責聲明：本文由渣打銀行(香港)有限公司之僱員撰寫,其並無持有上述股份.本文不構成任何買賣結構性產品之要約、建議或招攬.其為推廣目的而編制,並非獨立研究.結構性產品的價格可急升急跌,投資者可完全損失其投資.過往表現並不反映將來表現.投資前請參閱上市文件,作出風險評估及尋求專業意見.載列條款及細則之上市文件可於香港中環金融街8號國際金融中心第二期15樓查閱.渣打證券(香港)有限公司可能為結構性產品之唯一流通量提供者.Standard Chartered plc 為集團之最終控股公司.更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-07,【全日盤點】希臘問題拖累，港股高開低收,"財華社香港新聞中心希臘問題懸而未決,內地股市回落,上午恆指高開98點報20,808點,見20,882後回落至20,664,下午恆指低見20,649後徘徊,收報20,699.19,跌10.75點；國企指數收報11,499.77點,跌65.09點,成交金額614.2億元﹔期指收報20,781,升120點,比現貨高水82點,成交71,832張. 國際金融股,匯控(0005-HK) 升0.74%,渣打(2888-HK) 跌0.46%﹔宏利金融-S (0945-HK) 升0.05%；友邦保險(1299-HK) 跌0.19%﹔本地銀行恆生(0011-HK) 升0.6%,中銀香港(2388-HK) 升0.97%,東亞(0023-HK) 升1.14%.  本港地產及收租股個別發展,長實(0001-HK) 升0.58%,新地(0016-HK)跌1.94%,恆地(0012-HK) 跌0.92%﹔新世界(0017-HK) 無起跌,信置(0083-HK) 跌1.42%﹔恆隆(0101-HK) 無起跌；港鐵(0066-HK) 升0.77%；九倉(0004-HK) 跌2.5%﹔太古A(0019-HK) 升0.3%,旗下太古地產(1972-HK) 跌2.14%；物業代理美聯集團(1200-HK) 跌2.09%. 其他藍籌方面,收購奧地利Orange的和黃(0013-HK) 靠穩升0.2%；騰訊(0700-HK) 跌1.18%﹔港交所(0388-HK) 跌1.38%；中鋁(2600-HK) 跌0.77%. 公用股香港中華煤氣(0003-HK) 升0.95%；中電(0002-HK) 升0.95%,電能實業(0006-HK) 跌0.27%﹔其他防守性股份方面,長江基建(1038-HK) 升0.12%﹔領匯(0823-HK) 升0.9%﹔粵投(0270-HK) 跌0.42%. 石油石化股方面,中海油(0883-HK) 升1.21%,中石油(0857-HK) 升0.87%,中石化(0386-HK)跌0.64%；昨晚金價回吐,在亞洲市略反彈,招金礦業(1818-HK) 跌3.33%,紫金礦業(2899-HK)跌2.16%；有色金屬股江西銅(0358-HK) 跌1.93%,馬鋼(0323-HK) 跌2.44%,鞍鋼(0347-HK)升2.13%.  內銀股,工行(1398-HK) 跌0.18%,建行(0939-HK) 跌0.94%,中行(3988-HK) 跌1.18%,農行(1288-HK) 無起跌﹔交行(3328-HK) 跌0.16%,招行(3968-HK) 跌2.09%﹔中信銀行(0998-HK) 升0.2%﹔民行(1988-HK) 升0.27%﹔重農行(3618-HK) 升0.45%.  汽車及家電股個別發展,汽車股東風(0489-HK) 升1.27%,華晨(1114-HK) 跌1.76%,吉利(0175-HK) 無起跌,廣汽(2238-HK) 升1.24%,比亞迪(1211-HK) 升4.02%；家電股創維(0751-HK) 跌1.13%,海爾電器(1169-HK) 無起跌,威靈(0382-HK) 追落後升6.4%,國美(0493-HK) 升0.51%.  個別內地電力股有追捧,潤電(0836-HK) 升2.13%,中國電力(2380-HK) 跌1%,華電國際(1071-HK) 跌1.12%,華能國際(0902-HK)升1.27%,大唐發電(0991-HK) 升3%. 其他股份方面,中航科工(2357-HK)附屬哈飛航空涉籌劃重大事項,由於存在不確定性,哈飛自今日起停牌,中航科工就升3.43%；保利協鑫(3800-HK)與美國光伏電力項目發展商NRG Solar LLC組合營進軍美國市場,股價升6.05%；百宏(2299-HK)發盈喜料去年全年稅後溢利大增,股價升7.473%；三江化工(2198-HK)發盈喜料去年全年純利增約50%,股價升11.64%；發盈警的煤層氣(0578-HK) 及華鼎集團(3398-HK) 分別跌13.38%及2.06%.(R)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-07,容克：不能強迫希臘退出歐元區 ,"根據《信報》財經網顯示,歐元區集團主席容克(Jean-ClaudeJuncker)今日表示,不能強迫希臘退出歐元區,且堅信希臘能夠履行其職責.他並稱,就算希臘退出歐元區,其他國家仍須付出無法想像的代價.受容克講話之提振,歐元兌美元一度漲0.2%至1.3160,觸發1.3150上方的停止單.但最新稍回落至1.3137.德國總理默克爾昨日曾指,除非希臘與歐盟、歐洲央行以及國際貨幣基金組織(IMF)達成協議,否則不會出臺新的援希計劃.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2165582ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2165582||request_locale=ZH_TWnewscontent.action容克：不能強迫希臘退出歐元區 根據《信報》財經網顯示,歐元區集團主席容克(Jean-Claude Juncke…NEW_CMD"
-1,2012-02-07,歐元兌美元下跌至1.3100,"根據《Fxstreet.hk》財經網顯示,希臘關於PSI談判或政府官員會議仍具有不確定性.今日希臘24小時罷工,反對新緊縮政策,以獲得第二次資金救助計畫.經濟數據方面,德國工業生產和伯南克主席的記者招待會今日將公佈.亞洲時段歐元兌美元保持窄幅整理,目前匯價下跌0.08%至1.3108.歐元兌美元初步阻力水準在0.13141(2月6日高點),然後是1.3205(2月3日高點),1.3235(1月27日高點)和1.3244(1.4244-1.2624跌幅的38.2％斐波拉契回撤位).下檔方面,歐元兌美元跌破1.3026(2月1日低點),將進一步考驗1.2931(1月25日低點),然後是1.2854(1月23日低點)和1.2839(1月19日低點).													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2165356ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2165356||request_locale=ZH_TWnewscontent.action歐元兌美元下跌至1.3100根據《Fxstreet.hk》財經網顯示,希臘關於PSI談判或政府官員會議仍具有…NEW_CMD"
1,2012-02-07,MIG Bank：美元兌瑞郎短期有望反彈至0.9339,"根據《Fxstreet.hk》財經網顯示,瑞士滿匯(MIGBank)的分析師們認為,美元兌瑞郎此前突破了0.9115-0.9250區間的上限,匯價已經完成了自1月9日高點0.9596以來的下行修正.該行分析師BijoyKar聲稱,美元兌瑞郎在0.9115-0.9250區間選擇向上突破,暗示下行修正已經完成,匯價接下來有望向0.9339反彈,然後是已經失守的前期支撐0.9407,之後有望見頂.Kar預計,美元兌瑞郎長期趨勢依然看空,目標在0.9115和0.8568.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2165506ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2165506||request_locale=ZH_TWnewscontent.actionMIG Bank：美元兌瑞郎短期有望反彈至0.9339根據《Fxstreet.hk》財經網顯示,瑞士滿匯(MIG Bank)的分析師們…NEW_CMD"
-1,2012-02-07,中聯能源執董李江東辭世 (經濟)  ,"中聯能源(00346)宣佈,執行董事李江東於2012年1月26日辭世. 董事會李江東的離世表示深切哀悼,並向其家屬致以慰問."
1,2012-02-07,【金市點評】海通：金價短線或反彈,"財華社香港新聞中心希臘在商討如何削赤及改革的事宜上仍然猶豫不決,並要求再把決定時間推遲,觸怒歐元區領導人,不過事實上,希臘幾乎沒有選擇地,最終都要得出令聯盟滿意的方案,並取得援助金,否則整個歐元區都會陷入很大麻煩,而市場都普遍相信希臘問題將快有定案,令市場的風險偏好繼續升高,不過金價的下跌,更多因為技術因素,昨日金價跌破下降軌道後,出現下跌訊號,最低曾下試1,711美元,但短線金價或出現支持,今天內可買入黃金,建議1,719美元買入,1,731美元為目標,跌破1,712美元止蝕. 更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-07,日經指數從三個月高位回落,"根據《路透》財經網顯示,日本股市日經指數.N225週二從三個月高位下跌,因希臘推遲對新救助協議條款作出回應,沖淡了對美國經濟前景的樂觀情緒.日經指數收低0.1%,至8,917.52點,週一觸及三個月收盤高位,因美國就業數據好於市場預期.東證股價指數.TOPX收漲0.4%,至772.77點.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2165255ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2165255||request_locale=ZH_TWnewscontent.action日經指數從三個月高位回落根據《路透》財經網顯示,日本股市日經指數.N225週二從三個月高位下跌,因希臘推…NEW_CMD"
-1,2012-02-07,"【滬深股市】上證指數全天收報2,291.9點跌1.68%","財華社香港新聞中心上證指數全天收報2,291.9點,跌39.23點或1.68%.深證成指收報9,266.71點,跌181.93點或1.93%.(H)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-07,中資金融股普遍下跌 (經濟)  ,"內銀股個別發展,招商銀行(03968)下跌2.09%,收市報17.82元；中國銀行(03988)下跌1.18%,收市報3.35元；建設銀行(00939)下跌0.94%,收市報6.32元；交通銀行(03328)下跌0.16%,收市報6.44元；工商銀行(01398)下跌0.18%,收市報5.45元.重農行(03618)上升0.45%,收市報4.51元；民生銀行(01988)上升0.27%,收市報7.5元；中信銀行(00998)上升0.2%,收市報5.08元.農業銀行(01288)無起跌,收市報3.84元.內險股偏軟,中國人壽(02628)下跌2.15%,收市報22.75元；中國平安(02318)下跌1.65%,收市報62.7元；中國太保(02601)下跌1.12%,收市報26.5元；中國財險(02328)下跌0.18%,收市報10.92元.中國太平(00966)無起跌,收市報15元."
1,2012-02-07,【業界之言】仲量聯行：可推動灣仔、銅鑼灣、港島東發展為中區以外的核心商區,"財華社香港新聞中心仲量聯行研究認為,有需要推行中期計劃,以提升港島傳統商業區,以解決預期中未來10至15年CBD2計劃邁向成熟之前的新大廈供應真空期.該行認為,政府可以推行措施以推動灣仔北、銅鑼灣及港島東發展成為中區以外的其他核心商業區,藉以加快現有寫字樓空間的翻新和重建,並納入分層樓宇及擴大核心商業群組,同時改這些地區的交通連接和區內設施.報告認為,只有部份大?需要重建,以灣仔政府大樓、入境事務大樓和稅務大樓周圍的商業群組為例,在香港缺乏供應及金融界高度追捧下,通過釋放這三樓大?的樓面,並透過私人發展商重新發展,政府將能夠增加大平台樓面的寫字樓供應.同樣地,銅鑼灣、?魚涌至太古城亦可受惠於同類型的重建計劃.(S/P)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-07,維基百科創始人鼓勵未來商界領袖不怕失敗,"三藩市2012年2月7日電 /美通社亞洲/ -- 維基百科創辦人詹美·威爾斯(Jimmy Wales)在霍特國際商學院( http://www.hult.edu )三藩市分校進行了一次鼓舞人心的演講.他向現場600名觀眾介紹了世界各地企業採用開源技術的情況 -- 正是這一潮流讓他的自由百科全書項目取得了全球性成功.威爾斯先生告訴霍特國際商學院的學生,他的成功源於最初的多次失敗.詹美·威爾斯憶述：「我這一路是從失敗中走過來的.對於我的很多項目,我本應該更早一些放棄的.」威爾斯先生也談到了他的維基媒體基金會(Wikimedia Foundation)未來發展戰略,以及實現此目標的方法.他補充：「我們認為,我們的社會需要更大程度的多樣性.」眾多著名演講嘉賓都曾與霍特商學院學生分享他們的知識,作為一名互聯網自由倡導者,威爾斯先生是他們中最新的一位.威爾斯說：「對任何一個組織來說,保持這種不怕失敗和勇於嘗試新事物的意願都非常重要.」此外,學生們也聽到了威爾斯先生對維基百科最近以黑屏抗議《禁止網絡盜版法案》(SOPA)的評論.而威爾斯在回答觀眾中一位學生的問題時說道：「該法案將產生一些非常糟糕的先例.」學生、記者和三藩市灣區的一些企業人士出席了這次演講會.他們聽到了威爾斯關於開源內容的進步將如何塑造未來全球業務的觀點.他還認為,未來的企業經理 -- 比如霍特商學院的學生 -- 將不得不保持積極和創新姿態,以趕上技術進步帶來的變革.霍特國際商學院院長史提芬·霍奇斯( http://www.hult.edu/en/about-hult/meet-our-people/stephen-j-hodges )(Stephen Hodges)博士表示：「詹美·威爾斯是一個真正有遠見的人,他的維基百科的成功讓他名副其實地成為互聯網上最有影響力的人士之一.讓霍特的學生接觸當前的商業問題,了解正在影響我們國際社會的種種趨勢,這可以讓他們對如何成為一名成功商界領袖獲得生動地體驗.」霍特國際商學院簡介霍特國際商學院是全球最國際化的商學院,在波士頓、三藩市、倫敦、杜拜和上海均設有分校.霍特國際商學院開設一系列商業課程,包括工商管理碩士、碩士和學士學位課程.該校為期一年的工商管理碩士課程躋身於《經濟學人》(The Economist)的全球三十強課程榜單以及《金融時報》(Financial Times)的全球百強課程榜單.www.hult.edu消息來源　霍特國際商學院"
1,2012-02-07,預計截至2月3日當周美國原油庫存增加290萬桶,"根據《廣發期貨》顯示,根據對分析師的調查,預計美國能源部(DepartmentofEnergy)8日公佈的數據將顯示截至2月3日當周美國原油庫存將增加.美國能源部下屬能源情報署定於美東時間2月8日上午10:30公佈截至2月3日當周原油庫存數據.美國石油學會將於美東時間2月7日日下午4:30公佈相關數據.根據6位分析師的預期中值,預計截至2月3日當周原油庫存將增加290萬桶.所有6位分析師皆預計原油庫存將增加.預測範圍增加200萬桶至420萬桶.汽油庫存預計將減少40萬桶.其中3位分析師預計汽油庫存將增加,3位預計將減少.預測範圍為減少200萬桶至增加150萬桶.此外,包括取暖油和柴油在內的餾分油庫存預計將減少80萬桶.其中4位分析師預計餾分油庫存將減少,2位預計增加.預測範圍為減少200萬桶至增加75萬桶.煉油廠產能利用率預計將下滑0.3個百分點81.5%.其中3位分析師預計產能利用率將下滑,2位預計上升,1位未提供預期.預測範圍為下滑2個百分點至上升1個百分點平.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2165168ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2165168||request_locale=ZH_TWnewscontent.action預計截至2月3日當周美國原油庫存增加290萬桶根據《廣發期貨》顯示,根據對分析師的調查,預計美國能源部(Department …NEW_CMD"
1,2012-02-07,【窩輪數據】港股認股證總成交金額68.82 億元，佔大市21.42%,"財華社香港新聞中心.恆指現報20677.11點,跌 32.831 點,成交金額321.26 億元﹔認股證成交金額為68.82 億元,佔大市成交21.42%.認購證總成交額為51.97 億元,佔認股證成交的75.52%﹔認沽證總成交額為16.85 億元,佔認股證成交的24.48%.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
-1,2012-02-07,【地產新聞】仲量聯料中環商廈全年跌15%,"財華社香港新聞中心仲量聯行中國區董事兼大珠江三角洲研究部主管陳錦平表示,中環寫字樓租金由去年第四季起下滑,去年第四季租金累積下跌4.5%.今年1月下跌趨勢持續,1月下降2.6%,較去年高峰期下跌9%.不過,中環寫字樓空置率不高,截至1月底,只有4.1%.他預計,由於中環寫字樓供應不多,空置率也不高,除非歐洲經濟急速惡化,今年租金只下跌15%.(S/H)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-07,【財華快訊】香港股市最新行情,"恆指最新報 20675.32點,跌 34.621  點,成交 307.74 億﹔即月期指高水 35 點,最新報 20710.0 點﹔紅籌指數最新報 3972.65點,跌 16.19  點﹔國企指數最新報 11492.25點,跌 72.61  點﹔Ｈ股指數期貨最新報 11518.0 點.最新五大升幅股份中,包括能源國際投資(0353-HK) 、廣豪國際(0844-HK) 、中國管業(0380-HK) 、中國興業控股(0132-HK) 以及中國趨勢(8171-HK) ,升幅分別為 41.38%、19.15%、13.33%、13.11%及13.04%.主板最新五大成交額股份中,包括工商銀行(1398-HK)報 5.5 元、建設銀行(0939-HK)報 6.32 元、騰訊控股(0700-HK)報 182.9 元、匯豐控股(0005-HK)報 68.15 元、中國移動(0941-HK)報 78.05 元.主要藍籌股走勢：----------------------------------匯豐控股(0005-HK)報 68.15 元,漲 0.25 元中國移動(0941-HK)報 78.05 元,漲 0.4 元工商銀行(1398-HK)報 5.5 元,漲 0.04 元建設銀行(0939-HK)報 6.32 元,跌 0.06 元中國銀行(3988-HK)報 3.35 元,跌 0.04 元中國人壽(2628-HK)報 22.9 元,跌 0.35 元中國石油(0857-HK)報 11.56 元,漲 0.06 元中海油(0883-HK)報 16.72 元,漲 0.14 元和記黃埔(0013-HK)報 76.6 元,漲 0.3 元新鴻基地產(0016-HK)報 106.4 元,跌 1.8 元.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
-1,2012-02-07,原油期貨交投於兩日低位附近,"根據《彭博》財經網顯示,油價交投於兩日低位附近,因受歐債危機和美國原油庫存上漲影響,市場預期燃料需求可能會萎縮.悉尼時間2:55p.m.,紐約商業交易所電子系統顯示3月原油期貨微跌2美分,報每桶$96.89.該合約昨日收跌93美分,報每桶$96.91,是自2月2日以來最低價.3月布倫特原油期貨下跌7美分,報每桶$115.86.													分享到：  		  		  		  		  				 寄給朋友													收件人電郵 *：						你的名字						你的電郵地址 *：						私人訊息：																					關閉			2165122ZH_TWhttp://www.quamnet.com/newscontent.action?articleId=2165122||request_locale=ZH_TWnewscontent.action原油期貨交投於兩日低位附近根據《彭博》財經網顯示,油價交投於兩日低位附近,因受歐債危機和美國原油庫存上漲影…NEW_CMD"
-1,2012-02-07,恒指收市跌10點 (經濟)  ,"恒生指數收市報20,699.19,下跌10.75點,跌幅0.05%,全日成交614.151億元."
-1,2012-02-07,【財華快訊】香港股市最新行情,"恆指最新報 20698.13點,跌 11.811  點,成交 378.19 億﹔即月期指高水 39 點,最新報 20737.0 點﹔紅籌指數最新報 3980.95點,跌 7.89  點﹔國企指數最新報 11496.12點,跌 68.74  點﹔Ｈ股指數期貨最新報 11520.0 點.最新五大升幅股份中,包括能源國際投資(0353-HK) 、川盟金融(8020-HK) 、壇金礦業(0621-HK) 、華夏醫療(8143-HK) 以及中國興業控股(0132-HK) ,升幅分別為 44.83%、26.19%、23.6%、20.0%及19.67%.主板最新五大成交額股份中,包括工商銀行(1398-HK)報 5.48 元、建設銀行(0939-HK)報 6.33 元、騰訊控股(0700-HK)報 182.9 元、中國銀行(3988-HK)報 3.34 元、匯豐控股(0005-HK)報 68.1 元.主要藍籌股走勢：----------------------------------匯豐控股(0005-HK)報 68.1 元,漲 0.2 元中國移動(0941-HK)報 78.35 元,漲 0.7 元工商銀行(1398-HK)報 5.48 元,漲 0.02 元建設銀行(0939-HK)報 6.33 元,跌 0.05 元中國銀行(3988-HK)報 3.34 元,跌 0.05 元中國人壽(2628-HK)報 22.85 元,跌 0.4 元中國石油(0857-HK)報 11.58 元,漲 0.08 元中海油(0883-HK)報 16.8 元,漲 0.22 元和記黃埔(0013-HK)報 76.9 元,漲 0.6 元新鴻基地產(0016-HK)報 106.7 元,跌 1.5 元.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
1,2012-02-07,【窩輪數據】港股認股證總成交金額67.75 億元，佔大市22.1%,"財華社香港新聞中心.恆指現報20686.35點,跌 23.591 點,成交金額306.57 億元﹔認股證成交金額為67.75 億元,佔大市成交22.1%.認購證總成交額為51.24 億元,佔認股證成交的75.64%﹔認沽證總成交額為16.51 億元,佔認股證成交的24.36%.***以上信息與實際發放時間延遲十五分鐘,並供用戶參考."
-1,2012-02-07,恒指半日跌32點 (經濟)  ,"恒生指數中午收市報20677.11點,跌32.83點,跌幅0.16%,半日成交321.26億元."
-1,2012-02-07,【港股午市】恒指中午收報20677點，跌32.83點,"財華社香港新聞中心希臘問題困擾大市,恒指先升後回,中午收報20677點,跌32.83點,成交321.26億元,最高見20881.85點,最低見20664.24點.期指午市高水42點.(P)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
-1,2012-02-07,"【滬深午市】上證綜指中午收報2,286.17點跌1.93%","財華社香港新聞中心上證綜指中午收報2,286.17點,跌44.96點或1.93%. 深證成指中午收報9,228.57點,跌220.08點或2.33%.(S)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-07,長實今年擬推4000夥值300億,"圖：趙國雄（中）率領長實營業部團隊拜年,左起：曹皎明、何家欣、郭子威、劉啟文、黃思聰、封海倫  長實（00001）去年售出4000夥,套現300億元,今年擬繼續鞏固賣樓王地位,鎖定年內推8盤,涉及4000夥,料總值不小於300億元.中小型單位佔20%,將軍澳85A區屬集團龍年頭炮,最快季內推.  長實執行董事趙國雄出席集團的新春團拜活動時表示,集團今年鎖定推出8個住宅,涉及4000夥,料總值不少於300億元,其中800夥即約20%屬中小型單位,但未有透露售價；至於當中6個需待當局審批售樓紙,其中早前已申請預售的將軍澳85A區將為集團龍年頭炮,最快可於首季推售.  長實地産投資董事郭子威表示,將軍澳85A區將分2期推出,第1期先推850夥,單位戶型主攻2房至4房,另有個別特色單位,項目針對首置及換樓客.  長實今年有多個具規模新盤登場,大埔鳳園及荃灣西站7區第1期將緊隨其後,於次季及第三季接棒出擊.長實地産投資董事劉啟文指,鳳園地盤面積廣達150萬呎,但只用了其中三分一即50萬呎興建住宅群,密度低,綠化率高.項目建有8座總數1350夥,最快明年底完工.第1期先推800夥.另荃7總數1730夥,計劃分兩期推,最快可於第三季應市,首期先推800夥.  荃灣區除荃7外,尚有中等規模位於縉庭山旁的國瑞路項目,營業經理封海倫表示,國瑞路提供402夥,60%屬700呎以下2房,其餘為900呎以上3房,全屬上車版戶型,最快第三季開賣.  提到日出康城,幾乎等同長實一個自家品牌,長實地産投資董事黃思聰稱,日出康城3期部署第四季推,項目總數1648夥同拆細分以A及B兩期,3A期先推800夥,清一色主攻大單位,與主打2至4房的85A區互相協調.另荔枝角項目也安排第四季推.  上述6盤需申請售樓紙,另安域道及堅尼地道豪兩豪宅,屬舊樓重建無需售樓紙,營業經理曹皎明指出,安域道總共31夥屬全複式設計,面積約1700至2200方呎；營業經理何家欣表示,堅尼地道豪宅總數50夥,最快可於上半年登場."
1,2012-02-07,【神州動態】工信部：今年工業經濟運行「穩中求進」,"財華社香港新聞中心工業和信息化部黨組成員,總工程師朱宏任表示,今年的工業經濟運行以「穩中求進」描述是最好、最準確的.穩中求進既是對當前、對今年運行態勢的一個表述,也是對今年工業經濟運行任務的一個要求.雖然國內國外經濟環境中存在著各種不穩定、不確定的因素,以及去年一季度工業增長的增速相對較高,因此今年一季度的工業增速一般認為有可能出現進一步減緩的情況.但是中國工業經濟發展中也存在著一些積極的因素,像擴大內需,像投資保持穩定增長,同時在居民消費方面的拉動力量還將進一步增大,以及我們加快轉型升級的政策措施,都將支持2012年的工業經濟保持一個平穩較快的增長.　去年,全國規模以上工業增長13.9%,一季度到四季度工業經濟增長分別是14.4%、14.0%、13.8%和12.8%.四季度,10月份、11月份、12月份的工業增長分別是13.2%、12.4%、12.8%,這三個月的變化呈現了一個趨穩的態勢.另外,對比近兩年的工業增速,2009年工業增速是11%,2010年工業增速是15.7%.因此,2011年13.9%的增速還是處於平穩較快的區間.(P)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-07,【盈利預喜】三江化工(02198-HK)料去年純利增50%,"財華社香港新聞中心三江化工發盈喜,預期2011年度公司權益持有人應佔純利,按年將增加約50%.主要由於第三期環氧乙烷生產設施去年5月投產,令產能及銷量增加；公司2010年上市後整體現金狀況及負債比率改善,令淨融資成本下降.(I)更多精彩內容,請登陸財華中國網(http://www.caihuanet.com)或財華香港網(http://www.finet.hk)"
1,2012-02-07,上海醫藥全購常州康麗,"上海醫藥（02607）宣佈,全面收購常州康麗製藥,收購對價將以康麗製藥企業整體價值3億元（人民幣．下同）為基礎確定.康麗製藥主要從事特色原料藥和中間體製造業務,去年上半年銷售收入6293萬元,實現淨利潤1725萬元."
1,2012-02-07,上海醫藥全購常州康麗,"上海醫藥（02607）宣佈,全面收購常州康麗製藥,收購對價將以康麗製藥企業整體價值3億元（人民幣．下同）為基礎確定.康麗製藥主要從事特色原料藥和中間體製造業務,去年上半年銷售收入6293萬元,實現淨利潤1725萬元."
